filename,width,height,x_1,y_1,x_2,y_2
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000964.jpg,512,512,146.5,150.0,51.0,30.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000965.jpg,512,512,117.5,19.5,67.0,80.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000966.jpg,512,512,363.5,133.5,85.0,51.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000967.jpg,512,512,105.5,188.0,44.0,59.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000968.jpg,512,512,160.5,45.5,81.0,84.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000969.jpg,512,512,300.5,40.5,65.0,23.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000970.jpg,512,512,165.5,430.5,86.0,38.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000971.jpg,512,512,156.5,332.5,32.0,52.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000972.jpg,512,512,68.5,300.0,42.0,24.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000973.jpg,512,512,309.5,106.5,181.0,41.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000974.jpg,512,512,138.5,334.5,79.0,66.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000975.jpg,512,512,308.5,174.5,107.0,54.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000976.jpg,512,512,256.5,244.5,51.0,97.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000977.jpg,512,512,233.5,16.5,92.0,169.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000978.jpg,512,512,196.5,91.5,46.0,61.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000979.jpg,512,512,278.5,190.5,52.0,88.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000980.jpg,512,512,226.5,360.5,41.0,56.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000981.jpg,512,512,348.5,84.5,42.0,68.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000982.jpg,512,512,42.5,150.0,135.0,38.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000983.jpg,512,512,144.5,153.5,63.0,84.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000984.jpg,512,512,220.5,264.5,39.0,93.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000985.jpg,512,512,380.5,378.5,52.0,32.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000986.jpg,512,512,97.5,373.5,78.0,54.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000987.jpg,512,512,269.5,31.5,96.0,147.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000988.jpg,512,512,252.5,445.5,61.0,25.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000989.jpg,512,512,204.5,205.5,47.0,61.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000990.jpg,512,512,421.5,213.5,35.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000991.jpg,512,512,153.5,226.5,43.0,47.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000992.jpg,512,512,219.5,438.5,36.0,38.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000993.jpg,512,512,142.5,44.5,34.0,61.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000994.jpg,512,512,183.5,240.5,62.0,86.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000995.jpg,512,512,154.5,83.5,49.0,45.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000996.jpg,512,512,184.5,229.5,78.0,194.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000997.jpg,512,512,312.5,411.5,67.0,27.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000998.jpg,512,512,424.5,74.5,56.5,31.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000999.jpg,512,512,190.5,130.5,103.0,145.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001000.jpg,512,512,13.5,215.5,50.0,42.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001001.jpg,512,512,79.5,370.5,72.0,50.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001002.jpg,512,512,139.5,250.5,84.0,114.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001003.jpg,512,512,123.5,313.5,71.0,66.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001004.jpg,512,512,255.5,398.5,45.0,24.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001005.jpg,512,512,200.5,75.5,51.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001006.jpg,512,512,334.5,29.5,151.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001007.jpg,512,512,49.5,250.5,67.0,117.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001008.jpg,512,512,132.5,263.5,25.0,97.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001009.jpg,512,512,89.5,427.5,66.0,64.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001010.jpg,512,512,126.5,371.5,83.0,45.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001011.jpg,512,512,223.5,95.5,29.0,71.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001012.jpg,512,512,183.5,227.5,44.0,61.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001013.jpg,512,512,49.5,38.5,68.0,105.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001014.jpg,512,512,190.5,409.5,61.0,35.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001015.jpg,512,512,213.5,30.5,45.0,97.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001016.jpg,512,512,59.5,413.5,48.0,68.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001017.jpg,512,512,298.5,82.5,66.0,76.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001018.jpg,512,512,233.5,170.5,132.0,102.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001019.jpg,512,512,55.5,382.5,74.0,72.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001020.jpg,512,512,72.5,308.5,35.0,81.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001021.jpg,512,512,195.5,61.5,74.0,51.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001022.jpg,512,512,31.5,353.5,52.0,23.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001023.jpg,512,512,419.5,198.5,61.0,66.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001024.jpg,512,512,277.5,309.5,178.0,65.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001025.jpg,512,512,86.5,346.5,34.0,45.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001026.jpg,512,512,109.5,206.5,155.5,99.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001027.jpg,512,512,278.5,367.5,75.0,109.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001028.jpg,512,512,61.5,138.5,84.0,49.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001029.jpg,512,512,67.5,355.5,36.0,27.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001030.jpg,512,512,241.5,358.5,43.0,62.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001031.jpg,512,512,141.5,49.5,62.0,72.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001032.jpg,512,512,251.5,455.5,43.0,43.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001033.jpg,512,512,188.5,102.5,164.0,39.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001034.jpg,512,512,149.5,98.5,109.0,81.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001035.jpg,512,512,189.5,160.5,32.0,88.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001036.jpg,512,512,167.5,65.5,74.0,46.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001037.jpg,512,512,378.5,207.5,95.0,88.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001038.jpg,512,512,218.5,278.5,54.0,74.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001039.jpg,512,512,244.5,240.5,78.0,27.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001040.jpg,512,512,356.5,361.5,103.0,29.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001041.jpg,512,512,163.5,157.5,49.0,76.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001042.jpg,512,512,17.5,157.5,121.0,79.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001043.jpg,512,512,243.5,398.5,68.0,92.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001044.jpg,512,512,338.5,320.5,57.0,70.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001045.jpg,512,512,307.5,159.5,69.0,54.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001046.jpg,512,512,351.5,313.5,49.0,40.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001047.jpg,512,512,168.5,114.5,93.0,92.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001048.jpg,512,512,312.5,56.5,30.0,78.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001049.jpg,512,512,239.5,124.5,74.0,56.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001050.jpg,512,512,218.5,146.5,86.0,149.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001051.jpg,512,512,118.5,395.5,69.0,35.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001052.jpg,512,512,30.5,131.5,179.0,73.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001053.jpg,512,512,206.5,103.5,24.0,50.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001054.jpg,512,512,54.5,406.5,97.0,59.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001055.jpg,512,512,193.5,86.5,103.0,89.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001056.jpg,512,512,224.5,190.5,90.0,81.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001057.jpg,512,512,63.5,218.5,42.0,132.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001058.jpg,512,512,91.5,308.5,96.0,58.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001059.jpg,512,512,291.5,251.5,153.0,142.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001060.jpg,512,512,173.5,78.5,70.0,46.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001061.jpg,512,512,444.5,117.5,30.0,70.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001062.jpg,512,512,115.5,312.5,30.0,47.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001063.jpg,512,512,392.5,175.5,74.0,58.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001064.jpg,512,512,226.5,41.5,80.0,77.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001065.jpg,512,512,137.5,313.5,75.0,139.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001066.jpg,512,512,96.5,358.5,85.0,115.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001067.jpg,512,512,230.5,193.5,121.0,74.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001068.jpg,512,512,155.5,194.5,84.0,114.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001069.jpg,512,512,142.5,214.5,108.0,82.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001070.jpg,512,512,350.5,324.5,56.0,43.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001071.jpg,512,512,128.5,78.5,45.0,58.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001072.jpg,512,512,170.5,256.5,105.0,81.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001073.jpg,512,512,54.5,220.5,45.0,58.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001074.jpg,512,512,153.5,350.5,97.0,126.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001075.jpg,512,512,30.5,204.5,68.0,32.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001076.jpg,512,512,103.5,363.5,112.0,94.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001077.jpg,512,512,16.5,92.5,79.0,43.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001078.jpg,512,512,118.5,364.5,187.0,28.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001079.jpg,512,512,54.5,162.5,86.0,77.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001080.jpg,512,512,288.5,276.5,84.0,52.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001081.jpg,512,512,43.5,299.5,73.0,75.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001082.jpg,512,512,339.5,372.5,74.0,49.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001083.jpg,512,512,199.5,329.5,63.0,85.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001084.jpg,512,512,172.5,161.5,148.0,103.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001085.jpg,512,512,174.5,87.5,61.0,62.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001086.jpg,512,512,190.5,361.5,73.0,125.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001087.jpg,512,512,252.5,415.5,100.0,80.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001088.jpg,512,512,105.5,286.5,86.0,105.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001089.jpg,512,512,51.5,296.5,77.0,54.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001090.jpg,512,512,434.5,85.0,62.0,42.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001091.jpg,512,512,98.5,431.5,53.0,66.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001092.jpg,512,512,90.5,281.5,147.0,61.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001093.jpg,512,512,156.5,435.5,58.0,43.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001094.jpg,512,512,67.5,283.5,94.0,77.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001095.jpg,512,512,200.5,353.5,113.0,50.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001096.jpg,512,512,187.5,90.5,61.0,77.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001097.jpg,512,512,232.5,440.5,74.5,29.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001098.jpg,512,512,155.5,204.5,40.0,87.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001099.jpg,512,512,35.5,233.5,122.0,124.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001100.jpg,512,512,189.5,426.5,82.0,37.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001101.jpg,512,512,59.5,173.5,49.0,59.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001102.jpg,512,512,78.5,77.5,30.0,47.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001103.jpg,512,512,340.5,133.5,59.0,38.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001104.jpg,512,512,278.5,292.5,72.0,61.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001105.jpg,512,512,47.5,162.5,52.0,57.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001106.jpg,512,512,429.5,162.5,31.0,54.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001107.jpg,512,512,216.5,417.5,96.0,43.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001108.jpg,512,512,214.5,13.5,174.0,120.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001109.jpg,512,512,360.5,376.5,64.0,72.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001110.jpg,512,512,141.5,121.5,41.0,90.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001111.jpg,512,512,416.5,360.5,79.0,56.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001112.jpg,512,512,184.5,316.5,105.5,70.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001113.jpg,512,512,361.5,166.5,93.0,110.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001114.jpg,512,512,192.5,81.5,49.0,97.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001115.jpg,512,512,429.5,167.5,54.0,63.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001116.jpg,512,512,53.5,299.5,50.0,46.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001117.jpg,512,512,229.5,242.5,42.0,49.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001118.jpg,512,512,152.0,342.5,59.5,55.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001119.jpg,512,512,99.5,114.5,167.0,79.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001120.jpg,512,512,43.5,133.0,81.0,42.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001121.jpg,512,512,236.5,165.5,73.0,132.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001122.jpg,512,512,361.5,161.5,40.0,74.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001123.jpg,512,512,82.5,297.5,18.0,122.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001124.jpg,512,512,327.5,47.5,84.0,37.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001125.jpg,512,512,438.5,329.5,35.0,140.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001126.jpg,512,512,306.5,291.5,136.0,92.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001127.jpg,512,512,112.5,321.5,88.0,80.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001128.jpg,512,512,288.5,240.5,65.0,39.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001129.jpg,512,512,66.5,261.5,42.0,128.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001130.jpg,512,512,141.5,273.5,131.0,170.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001131.jpg,512,512,160.5,424.5,85.0,48.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001132.jpg,512,512,242.5,297.5,79.0,101.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001133.jpg,512,512,209.5,318.5,88.0,58.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001134.jpg,512,512,115.5,346.5,86.0,59.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001135.jpg,512,512,19.5,197.5,74.0,36.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001136.jpg,512,512,413.5,77.5,56.0,129.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001137.jpg,512,512,54.5,277.5,54.0,79.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001138.jpg,512,512,215.5,158.5,63.0,74.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001139.jpg,512,512,252.5,146.5,68.0,65.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001140.jpg,512,512,260.5,168.5,76.0,22.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001141.jpg,512,512,197.5,48.5,70.0,56.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001142.jpg,512,512,108.5,47.5,65.0,84.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001143.jpg,512,512,89.5,187.5,44.0,72.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001144.jpg,512,512,225.5,178.5,53.0,60.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001145.jpg,512,512,156.5,126.5,32.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001146.jpg,512,512,257.5,242.5,108.0,72.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001147.jpg,512,512,394.5,207.5,102.0,86.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001148.jpg,512,512,273.5,115.5,61.0,50.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001149.jpg,512,512,271.5,188.5,56.0,91.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001150.jpg,512,512,228.5,81.5,29.0,40.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001151.jpg,512,512,169.5,120.5,69.0,29.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001152.jpg,512,512,66.5,122.5,141.0,73.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001153.jpg,512,512,198.5,438.5,83.0,33.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001154.jpg,512,512,368.5,124.5,62.0,79.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001155.jpg,512,512,325.5,294.5,19.0,68.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001156.jpg,512,512,308.5,30.5,63.0,81.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001157.jpg,512,512,271.5,314.5,60.0,55.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001158.jpg,512,512,356.5,169.5,69.0,30.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001159.jpg,512,512,11.5,435.5,46.0,40.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001160.jpg,512,512,89.5,394.5,117.0,48.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001161.jpg,512,512,259.5,189.5,74.0,87.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001162.jpg,512,512,136.5,28.5,45.0,39.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001163.jpg,512,512,362.5,201.5,130.0,157.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001164.jpg,512,512,358.5,278.5,76.0,68.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001165.jpg,512,512,138.5,234.5,60.0,74.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001166.jpg,512,512,361.5,74.5,92.0,70.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001167.jpg,512,512,335.5,79.5,84.0,57.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001168.jpg,512,512,69.5,406.5,64.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001169.jpg,512,512,69.0,232.5,103.5,99.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001170.jpg,512,512,164.5,249.5,161.0,137.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001171.jpg,512,512,333.5,371.5,62.0,77.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001172.jpg,512,512,87.5,100.5,66.0,72.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001173.jpg,512,512,404.5,44.5,46.0,113.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001174.jpg,512,512,52.5,214.5,123.0,68.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001175.jpg,512,512,340.5,308.5,52.0,67.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001176.jpg,512,512,103.5,255.5,56.0,32.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001177.jpg,512,512,246.5,20.5,29.0,99.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001178.jpg,512,512,224.5,27.5,40.0,50.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001179.jpg,512,512,288.5,236.5,92.0,117.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001180.jpg,512,512,19.5,129.5,82.0,96.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001181.jpg,512,512,29.5,178.5,173.0,92.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001182.jpg,512,512,235.5,355.5,54.0,91.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001183.jpg,512,512,115.5,156.0,130.0,161.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001184.jpg,512,512,36.5,376.5,31.0,88.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001185.jpg,512,512,281.5,199.5,29.0,66.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001186.jpg,512,512,108.5,240.5,37.0,79.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001187.jpg,512,512,316.5,226.5,36.0,91.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00001188.jpg,512,512,174.5,35.5,30.0,55.0
